iata_code,date,temp_max,temp_min,precipitation,wind_speed
TRN,2023-01-01,9.6,2.7,0.1,6.1
TRN,2023-01-02,9.4,5.4,0.1,5.4
TRN,2023-01-03,9.8,6.3,0.7,6.4
TRN,2023-01-04,11.3,2.8,0.0,7.6
TRN,2023-01-05,10.7,3.0,0.0,9.3
TRN,2023-01-06,7.5,1.4,0.0,9.4
TRN,2023-01-07,7.7,2.6,0.0,5.6
TRN,2023-01-08,7.5,4.5,5.0,8.2
TRN,2023-01-09,11.7,1.1,0.0,17.2
TRN,2023-01-10,12.4,-0.3,0.0,14.5
MLE,2023-01-01,27.6,27.0,0.0,25.3
MLE,2023-01-02,28.1,26.8,0.0,26.8
MLE,2023-01-03,28.2,27.1,0.0,28.8
MLE,2023-01-04,27.6,26.8,0.0,30.8
MLE,2023-01-05,27.9,27.0,0.0,27.0
MLE,2023-01-06,27.9,26.7,0.3,27.2
MLE,2023-01-07,27.9,24.6,8.2,32.6
MLE,2023-01-08,27.8,25.0,4.8,34.4
MLE,2023-01-09,27.5,27.0,1.6,32.6
MLE,2023-01-10,27.5,26.4,1.3,30.0
BIO,2023-01-01,20.7,14.7,0.0,23.7
BIO,2023-01-02,13.8,8.4,8.3,15.7
BIO,2023-01-03,13.3,5.1,0.0,11.5
BIO,2023-01-04,15.8,5.4,0.0,13.3
BIO,2023-01-05,15.5,5.4,0.0,13.1
BIO,2023-01-06,14.5,4.8,0.0,25.6
BIO,2023-01-07,15.4,7.6,5.6,37.5
BIO,2023-01-08,15.2,9.7,14.3,28.7
BIO,2023-01-09,11.7,8.1,2.4,26.1
BIO,2023-01-10,15.1,6.9,0.0,21.9
KWI,2023-01-01,15.6,7.8,0.0,19.7
KWI,2023-01-02,15.4,8.4,0.0,15.0
KWI,2023-01-03,17.5,8.0,0.0,12.4
KWI,2023-01-04,15.6,10.4,7.6,27.4
KWI,2023-01-05,15.5,9.2,2.0,21.0
KWI,2023-01-06,16.7,7.1,0.0,12.3
KWI,2023-01-07,16.1,5.7,0.0,11.5
KWI,2023-01-08,17.2,5.8,0.0,13.3
KWI,2023-01-09,15.1,8.1,28.6,24.0
KWI,2023-01-10,14.4,9.0,0.9,36.7
KTM,2023-01-01,14.6,6.5,0.0,10.8
KTM,2023-01-02,15.7,4.7,0.0,9.7
KTM,2023-01-03,16.1,1.1,0.0,10.4
KTM,2023-01-04,16.7,0.7,0.0,9.2
KTM,2023-01-05,16.4,1.9,0.0,5.6
KTM,2023-01-06,18.9,2.7,0.0,10.7
KTM,2023-01-07,19.8,4.1,0.0,10.7
KTM,2023-01-08,20.0,4.1,0.0,6.9
KTM,2023-01-09,19.8,4.2,0.0,7.4
KTM,2023-01-10,19.2,4.3,0.0,8.1
ADB,2023-01-01,16.0,5.5,0.0,8.0
ADB,2023-01-02,14.8,5.5,0.0,9.4
ADB,2023-01-03,14.0,4.4,0.0,8.9
ADB,2023-01-04,12.4,4.4,0.0,13.6
ADB,2023-01-05,12.9,2.5,0.0,12.0
ADB,2023-01-06,14.8,6.1,0.0,10.7
ADB,2023-01-07,15.2,3.3,0.0,10.5
ADB,2023-01-08,13.9,4.5,0.0,10.6
ADB,2023-01-09,13.3,4.1,0.0,9.4
ADB,2023-01-10,16.8,5.7,35.4,32.9
JED,2023-01-01,28.2,19.6,7.0,21.7
JED,2023-01-02,27.9,19.7,0.1,18.7
JED,2023-01-03,28.5,20.8,23.0,19.7
JED,2023-01-04,24.0,18.6,12.0,24.4
JED,2023-01-05,23.6,17.8,0.2,21.1
JED,2023-01-06,24.5,16.9,0.0,23.0
JED,2023-01-07,25.6,15.7,0.0,18.1
JED,2023-01-08,27.1,17.8,0.0,13.4
JED,2023-01-09,26.1,19.8,0.6,27.4
JED,2023-01-10,25.7,16.6,0.0,26.6
SSH,2023-01-01,23.2,18.0,0.0,24.8
SSH,2023-01-02,22.8,17.2,0.0,24.5
SSH,2023-01-03,23.9,17.3,0.7,21.2
SSH,2023-01-04,20.7,14.5,0.0,26.6
SSH,2023-01-05,20.9,16.0,0.0,32.5
SSH,2023-01-06,21.4,15.3,0.0,26.3
SSH,2023-01-07,21.4,16.1,0.0,26.0
SSH,2023-01-08,21.5,13.9,0.1,18.9
SSH,2023-01-09,18.5,12.5,0.0,26.0
SSH,2023-01-10,20.2,15.1,0.0,23.2
BRE,2023-01-01,16.2,11.1,0.3,34.1
BRE,2023-01-02,12.2,7.4,5.3,26.2
BRE,2023-01-03,7.3,2.7,0.1,17.5
BRE,2023-01-04,11.8,5.8,18.1,31.7
BRE,2023-01-05,9.4,6.3,0.9,27.3
BRE,2023-01-06,10.1,6.4,2.1,26.8
BRE,2023-01-07,11.4,6.3,0.4,19.8
BRE,2023-01-08,10.3,6.1,2.5,19.3
BRE,2023-01-09,7.2,5.1,12.6,18.9
BRE,2023-01-10,7.3,3.8,3.4,25.9
TBS,2023-01-01,10.5,-0.6,0.0,13.5
TBS,2023-01-02,11.4,0.9,0.0,16.6
TBS,2023-01-03,10.6,-1.0,0.0,10.9
TBS,2023-01-04,12.1,-1.8,0.0,30.4
TBS,2023-01-05,8.9,0.1,0.0,30.1
TBS,2023-01-06,9.4,-1.3,0.0,20.8
TBS,2023-01-07,7.3,2.8,0.8,32.0
TBS,2023-01-08,3.0,-0.5,3.1,29.8
TBS,2023-01-09,0.2,-2.5,2.1,11.2
TBS,2023-01-10,-0.4,-4.4,0.8,10.0
SZX,2023-01-01,17.3,10.5,0.1,17.7
SZX,2023-01-02,19.7,13.7,0.1,20.1
SZX,2023-01-03,16.7,12.4,0.0,19.4
SZX,2023-01-04,18.1,12.3,1.5,18.0
SZX,2023-01-05,22.3,13.9,0.0,14.8
SZX,2023-01-06,23.4,14.6,0.0,23.3
SZX,2023-01-07,23.0,13.8,0.0,14.9
SZX,2023-01-08,22.1,15.8,3.5,16.0
SZX,2023-01-09,21.0,16.0,2.1,16.3
SZX,2023-01-10,17.4,16.0,7.5,17.1
ESB,2023-01-01,8.5,-2.2,0.0,8.2
ESB,2023-01-02,9.1,-3.6,0.0,6.6
ESB,2023-01-03,7.6,-4.4,0.0,7.6
ESB,2023-01-04,6.3,-3.4,0.0,7.0
ESB,2023-01-05,7.0,-2.9,0.0,7.4
ESB,2023-01-06,4.0,-3.6,0.1,10.0
ESB,2023-01-07,4.5,-3.1,0.0,8.0
ESB,2023-01-08,5.0,-4.2,0.0,7.4
ESB,2023-01-09,5.1,-4.5,0.0,9.0
ESB,2023-01-10,7.2,-5.1,0.0,11.7
CCS,2023-01-01,27.1,22.7,0.1,9.7
CCS,2023-01-02,26.2,22.6,1.6,8.8
CCS,2023-01-03,26.2,22.2,3.0,10.1
CCS,2023-01-04,26.7,21.5,5.0,10.5
CCS,2023-01-05,27.3,21.8,16.9,8.9
CCS,2023-01-06,28.0,23.0,19.9,11.5
CCS,2023-01-07,28.3,21.7,4.3,13.0
CCS,2023-01-08,27.6,22.6,18.4,8.9
CCS,2023-01-09,27.6,22.6,9.4,9.4
CCS,2023-01-10,28.0,21.5,6.2,11.7
LBG,2023-01-01,15.0,11.6,5.1,30.0
LBG,2023-01-02,15.1,6.1,8.8,26.5
LBG,2023-01-03,9.5,5.2,1.3,25.5
LBG,2023-01-04,12.9,9.3,4.1,28.8
LBG,2023-01-05,13.6,10.7,1.1,25.1
LBG,2023-01-06,12.6,9.6,0.2,23.2
LBG,2023-01-07,10.8,5.9,7.5,29.4
LBG,2023-01-08,10.4,7.9,6.4,26.9
LBG,2023-01-09,8.4,4.8,0.6,32.6
LBG,2023-01-10,11.3,3.4,3.1,26.9
CEB,2023-01-01,28.7,24.7,3.4,16.9
CEB,2023-01-02,28.4,24.7,15.7,17.6
CEB,2023-01-03,26.4,24.6,32.7,19.6
CEB,2023-01-04,25.8,24.3,29.5,17.7
CEB,2023-01-05,27.9,24.7,5.2,17.2
CEB,2023-01-06,28.0,23.9,7.9,18.6
CEB,2023-01-07,27.5,24.3,2.5,18.5
CEB,2023-01-08,26.1,24.2,13.5,21.6
CEB,2023-01-09,27.9,24.5,14.0,20.9
CEB,2023-01-10,25.8,24.5,56.0,32.4
HYD,2023-01-01,29.1,18.0,0.0,9.1
HYD,2023-01-02,28.9,17.9,0.0,11.5
HYD,2023-01-03,28.2,18.0,0.0,9.2
HYD,2023-01-04,28.2,18.9,0.0,11.7
HYD,2023-01-05,26.9,18.0,0.4,12.6
HYD,2023-01-06,26.7,17.6,1.6,11.3
HYD,2023-01-07,26.5,16.4,0.0,13.6
HYD,2023-01-08,25.6,13.1,0.0,12.1
HYD,2023-01-09,26.4,12.9,0.0,10.9
HYD,2023-01-10,27.6,14.0,0.0,11.1
CCU,2023-01-01,24.9,15.6,0.2,8.4
CCU,2023-01-02,26.0,15.3,0.0,9.7
CCU,2023-01-03,25.1,14.4,0.0,14.5
CCU,2023-01-04,24.0,13.4,0.0,16.6
CCU,2023-01-05,23.0,12.0,0.0,15.3
CCU,2023-01-06,23.1,10.4,0.0,14.1
CCU,2023-01-07,22.0,10.4,0.0,13.9
CCU,2023-01-08,23.5,11.1,0.0,11.2
CCU,2023-01-09,24.9,12.1,0.0,10.4
CCU,2023-01-10,25.0,12.6,0.0,10.7
ACC,2023-01-01,31.0,20.2,0.0,16.1
ACC,2023-01-02,31.0,21.7,0.0,17.2
ACC,2023-01-03,32.2,22.0,0.0,21.4
ACC,2023-01-04,31.5,22.1,0.0,18.2
ACC,2023-01-05,31.2,23.6,0.0,20.5
ACC,2023-01-06,30.5,24.2,0.0,17.9
ACC,2023-01-07,30.9,24.5,0.4,17.1
ACC,2023-01-08,30.5,25.1,0.5,18.2
ACC,2023-01-09,31.0,25.2,0.2,18.1
ACC,2023-01-10,30.4,25.4,0.5,15.5
BRI,2023-01-01,16.3,7.6,0.0,8.7
BRI,2023-01-02,15.1,6.8,0.0,10.8
BRI,2023-01-03,13.4,7.8,0.0,11.2
BRI,2023-01-04,15.6,8.5,0.0,19.5
BRI,2023-01-05,14.9,8.6,0.0,19.5
BRI,2023-01-06,14.6,8.6,0.0,12.8
BRI,2023-01-07,14.4,7.3,0.0,10.5
BRI,2023-01-08,17.0,6.4,0.0,15.5
BRI,2023-01-09,15.9,9.9,6.6,32.4
BRI,2023-01-10,12.6,9.3,8.8,46.7
NTE,2023-01-01,14.8,11.9,11.8,28.7
NTE,2023-01-02,12.5,8.4,6.7,16.8
NTE,2023-01-03,12.9,7.3,1.9,25.8
NTE,2023-01-04,13.5,11.6,3.5,28.7
NTE,2023-01-05,12.9,10.6,2.4,20.3
NTE,2023-01-06,13.1,9.9,0.1,19.8
NTE,2023-01-07,12.9,8.4,5.2,33.0
NTE,2023-01-08,10.8,7.9,7.8,30.7
NTE,2023-01-09,10.4,7.3,1.4,31.5
NTE,2023-01-10,14.3,5.7,4.9,30.6
CTU,2023-01-01,9.9,3.2,0.7,9.9
CTU,2023-01-02,11.5,3.5,0.0,7.9
CTU,2023-01-03,11.1,2.4,0.1,9.1
CTU,2023-01-04,10.4,5.6,0.7,10.0
CTU,2023-01-05,13.1,3.5,0.0,12.1
CTU,2023-01-06,14.8,2.5,0.0,16.0
CTU,2023-01-07,11.6,5.2,0.0,7.6
CTU,2023-01-08,12.6,7.2,0.0,7.4
CTU,2023-01-09,13.2,4.6,0.0,7.2
CTU,2023-01-10,14.2,7.5,0.0,7.9
GYD,2023-01-01,10.3,0.4,0.0,19.7
GYD,2023-01-02,12.4,2.5,0.0,23.4
GYD,2023-01-03,13.9,5.7,0.0,24.7
GYD,2023-01-04,12.4,6.2,0.0,29.9
GYD,2023-01-05,9.1,6.3,0.0,33.9
GYD,2023-01-06,9.1,5.0,0.0,40.2
GYD,2023-01-07,9.4,2.8,0.1,33.6
GYD,2023-01-08,4.0,0.6,1.6,33.8
GYD,2023-01-09,1.2,0.4,2.1,24.9
GYD,2023-01-10,2.2,0.2,2.5,22.2
OLB,2023-01-01,16.1,10.7,0.0,7.6
OLB,2023-01-02,18.0,9.3,0.0,17.6
OLB,2023-01-03,16.6,8.1,0.0,6.6
OLB,2023-01-04,16.5,8.9,0.0,8.6
OLB,2023-01-05,17.7,9.1,0.0,17.7
OLB,2023-01-06,16.3,11.0,0.0,15.3
OLB,2023-01-07,17.5,10.1,0.4,10.2
OLB,2023-01-08,17.7,9.3,0.8,20.6
OLB,2023-01-09,15.7,11.6,3.1,39.4
OLB,2023-01-10,14.9,9.2,2.0,43.0
DLM,2023-01-01,18.1,9.4,0.0,9.5
DLM,2023-01-02,18.4,7.6,0.0,7.2
DLM,2023-01-03,18.2,6.2,0.0,6.8
DLM,2023-01-04,17.3,6.1,0.0,7.4
DLM,2023-01-05,17.9,7.3,0.0,9.1
DLM,2023-01-06,17.6,6.2,0.0,6.8
DLM,2023-01-07,18.0,7.9,0.0,11.2
DLM,2023-01-08,17.6,8.7,0.3,6.1
DLM,2023-01-09,17.3,7.2,0.8,9.5
DLM,2023-01-10,15.7,12.5,5.5,32.2
VKO,2023-01-01,7.4,-0.4,3.9,26.9
VKO,2023-01-02,6.5,-5.1,4.6,21.5
VKO,2023-01-03,4.2,-5.3,7.1,24.3
VKO,2023-01-04,0.4,-5.0,1.5,25.0
VKO,2023-01-05,-3.0,-14.6,2.1,18.4
VKO,2023-01-06,-16.2,-25.5,0.0,15.9
VKO,2023-01-07,-22.4,-26.1,0.0,10.0
VKO,2023-01-08,-16.9,-23.6,0.0,11.2
VKO,2023-01-09,-16.2,-23.1,0.0,19.0
VKO,2023-01-10,-12.4,-18.9,0.9,23.6
SJJ,2023-01-01,16.1,1.1,0.0,5.9
SJJ,2023-01-02,15.7,2.8,0.0,7.2
SJJ,2023-01-03,11.2,1.5,0.0,6.4
SJJ,2023-01-04,10.7,0.5,0.0,5.9
SJJ,2023-01-05,12.6,-1.5,0.0,7.5
SJJ,2023-01-06,10.9,-0.2,0.0,5.4
SJJ,2023-01-07,12.2,-1.9,0.0,7.2
SJJ,2023-01-08,12.3,-0.7,0.0,10.8
SJJ,2023-01-09,12.2,6.4,8.9,14.8
SJJ,2023-01-10,7.7,2.2,13.5,14.3
RUH,2023-01-01,16.4,8.1,0.0,12.6
RUH,2023-01-02,13.9,8.6,15.8,11.5
RUH,2023-01-03,16.8,11.1,3.7,17.5
RUH,2023-01-04,18.2,10.9,14.5,35.8
RUH,2023-01-05,15.1,12.2,21.5,18.6
RUH,2023-01-06,12.6,10.1,33.8,12.7
RUH,2023-01-07,15.7,9.2,1.0,7.9
RUH,2023-01-08,16.5,9.4,0.0,17.8
RUH,2023-01-09,17.9,11.8,0.2,32.4
RUH,2023-01-10,16.4,7.8,4.2,26.8
ALA,2023-01-01,-1.7,-5.8,6.2,8.0
ALA,2023-01-02,-2.2,-9.6,0.0,9.3
ALA,2023-01-03,2.2,-7.7,0.4,11.1
ALA,2023-01-04,1.5,-5.9,16.6,21.8
ALA,2023-01-05,1.8,-5.6,0.0,10.0
ALA,2023-01-06,6.8,0.2,0.0,11.5
ALA,2023-01-07,3.3,-2.7,0.0,7.9
ALA,2023-01-08,5.7,-2.8,0.0,11.7
ALA,2023-01-09,3.4,-1.2,1.4,15.1
ALA,2023-01-10,-1.9,-7.2,5.2,19.3
LEJ,2023-01-01,16.2,12.4,0.0,24.6
LEJ,2023-01-02,15.5,10.1,5.3,20.3
LEJ,2023-01-03,9.6,3.9,0.4,16.8
LEJ,2023-01-04,11.1,3.8,5.8,29.4
LEJ,2023-01-05,11.4,6.6,4.3,29.4
LEJ,2023-01-06,10.9,6.3,0.7,20.4
LEJ,2023-01-07,10.6,6.7,0.5,16.3
LEJ,2023-01-08,10.3,5.9,0.3,19.1
LEJ,2023-01-09,8.6,4.1,2.9,19.7
LEJ,2023-01-10,7.7,3.3,0.1,19.0
DAR,2023-01-01,31.5,23.5,1.3,15.7
DAR,2023-01-02,32.0,24.0,0.7,15.1
DAR,2023-01-03,30.8,23.8,2.3,18.4
DAR,2023-01-04,31.0,24.5,2.7,15.3
DAR,2023-01-05,30.8,24.0,4.5,16.5
DAR,2023-01-06,30.8,25.5,5.9,20.2
DAR,2023-01-07,31.9,25.0,1.1,15.5
DAR,2023-01-08,31.4,24.5,3.6,16.6
DAR,2023-01-09,29.0,24.3,10.3,14.0
DAR,2023-01-10,29.4,23.5,6.1,11.7
COK,2023-01-01,32.5,19.8,0.0,16.1
COK,2023-01-02,31.1,20.1,0.0,11.5
COK,2023-01-03,31.8,19.8,0.0,7.9
COK,2023-01-04,32.3,19.8,0.0,12.7
COK,2023-01-05,32.1,20.0,0.0,11.2
COK,2023-01-06,34.0,20.6,0.0,11.8
COK,2023-01-07,32.7,21.0,0.0,11.8
COK,2023-01-08,33.4,20.9,0.0,10.9
COK,2023-01-09,34.0,21.7,0.0,16.2
COK,2023-01-10,33.1,19.0,0.0,12.5
MBA,2023-01-01,31.4,24.4,0.3,17.9
MBA,2023-01-02,31.3,24.0,0.1,17.9
MBA,2023-01-03,30.6,24.3,2.2,16.0
MBA,2023-01-04,30.0,23.9,2.4,17.1
MBA,2023-01-05,32.2,23.9,0.5,18.3
MBA,2023-01-06,32.3,24.5,2.5,19.2
MBA,2023-01-07,32.2,24.3,0.3,21.8
MBA,2023-01-08,30.9,24.5,2.3,15.5
MBA,2023-01-09,31.0,24.1,5.3,17.0
MBA,2023-01-10,30.5,23.4,3.5,12.7
LXR,2023-01-01,22.7,9.8,0.0,11.4
LXR,2023-01-02,22.7,8.6,0.0,12.3
LXR,2023-01-03,21.2,8.5,0.0,15.5
LXR,2023-01-04,22.4,8.8,0.0,22.3
LXR,2023-01-05,22.6,11.9,0.0,12.7
LXR,2023-01-06,22.0,11.6,0.0,11.8
LXR,2023-01-07,21.9,9.4,0.0,12.1
LXR,2023-01-08,20.0,11.2,0.9,12.0
LXR,2023-01-09,20.5,8.9,0.0,17.2
LXR,2023-01-10,21.5,8.8,0.0,10.7
TIA,2023-01-01,15.2,4.4,0.0,5.6
TIA,2023-01-02,15.8,5.8,0.0,5.0
TIA,2023-01-03,14.7,6.2,0.0,7.1
TIA,2023-01-04,14.4,5.2,0.0,7.4
TIA,2023-01-05,14.1,3.7,0.0,5.8
TIA,2023-01-06,15.5,4.3,0.0,9.3
TIA,2023-01-07,14.3,3.2,0.0,5.8
TIA,2023-01-08,14.7,3.9,0.0,10.7
TIA,2023-01-09,15.4,7.8,15.7,24.2
TIA,2023-01-10,11.3,4.9,14.9,18.4
EBB,2023-01-01,24.9,16.4,0.4,14.6
EBB,2023-01-02,26.7,18.3,0.5,21.6
EBB,2023-01-03,24.9,17.8,0.3,16.8
EBB,2023-01-04,25.2,18.0,0.1,21.4
EBB,2023-01-05,25.7,19.0,0.0,15.7
EBB,2023-01-06,26.8,16.8,0.0,13.2
EBB,2023-01-07,27.5,17.1,0.0,19.6
EBB,2023-01-08,26.6,18.4,0.0,21.2
EBB,2023-01-09,26.1,17.5,2.6,11.2
EBB,2023-01-10,23.0,18.7,12.7,11.5
MRU,2023-01-01,27.7,21.5,7.7,13.2
MRU,2023-01-02,27.2,21.9,0.7,13.1
MRU,2023-01-03,27.9,22.0,0.6,16.3
MRU,2023-01-04,28.4,23.4,1.2,22.3
MRU,2023-01-05,27.5,23.3,4.8,27.0
MRU,2023-01-06,27.5,23.6,3.6,28.6
MRU,2023-01-07,26.8,23.5,4.8,26.7
MRU,2023-01-08,27.5,22.2,1.9,23.8
MRU,2023-01-09,27.2,21.9,4.7,22.0
MRU,2023-01-10,27.0,22.0,2.5,25.0
ZNZ,2023-01-01,32.8,25.0,1.6,17.1
ZNZ,2023-01-02,32.7,25.8,0.6,17.4
ZNZ,2023-01-03,31.8,25.6,1.5,16.7
ZNZ,2023-01-04,31.7,26.2,0.5,19.0
ZNZ,2023-01-05,32.2,25.7,0.4,21.7
ZNZ,2023-01-06,32.3,26.5,0.8,23.0
ZNZ,2023-01-07,33.0,26.8,0.3,19.8
ZNZ,2023-01-08,32.4,26.2,0.4,18.7
ZNZ,2023-01-09,30.1,25.7,11.4,13.8
ZNZ,2023-01-10,30.0,24.1,1.6,12.7
TAS,2023-01-01,4.2,-6.8,0.0,11.7
TAS,2023-01-02,6.1,-4.0,0.0,15.5
TAS,2023-01-03,3.8,0.1,8.6,16.7
TAS,2023-01-04,10.1,-0.6,1.1,12.7
TAS,2023-01-05,13.6,-1.6,0.0,10.2
TAS,2023-01-06,10.6,4.6,3.8,10.1
TAS,2023-01-07,14.4,2.5,1.6,19.9
TAS,2023-01-08,11.2,5.0,0.0,20.4
TAS,2023-01-09,6.9,0.3,6.0,12.5
TAS,2023-01-10,-0.3,-12.9,21.8,16.6
MST,2023-01-01,15.6,11.1,2.9,30.2
MST,2023-01-02,14.6,6.6,7.6,27.5
MST,2023-01-03,8.5,4.5,0.0,25.9
MST,2023-01-04,11.6,7.8,3.0,34.1
MST,2023-01-05,10.8,9.3,3.7,25.6
MST,2023-01-06,11.0,9.4,1.1,24.9
MST,2023-01-07,10.9,7.8,0.4,27.1
MST,2023-01-08,10.7,7.6,3.8,25.9
MST,2023-01-09,8.2,4.6,3.3,27.2
MST,2023-01-10,8.6,2.9,3.5,32.2
BJV,2023-01-01,18.1,5.6,0.0,6.1
BJV,2023-01-02,17.6,4.8,0.0,6.4
BJV,2023-01-03,15.9,2.9,0.0,7.4
BJV,2023-01-04,14.8,2.3,0.0,8.8
BJV,2023-01-05,16.4,4.7,0.0,9.1
BJV,2023-01-06,16.6,3.7,0.0,9.2
BJV,2023-01-07,17.1,4.2,0.0,7.6
BJV,2023-01-08,16.6,2.8,0.0,7.0
BJV,2023-01-09,17.6,1.6,0.0,7.7
BJV,2023-01-10,18.2,6.4,13.9,30.5
LOS,2023-01-01,32.8,18.7,0.0,11.3
LOS,2023-01-02,33.2,19.1,0.0,16.3
LOS,2023-01-03,34.0,19.8,0.0,15.2
LOS,2023-01-04,33.9,20.0,0.0,14.2
LOS,2023-01-05,34.3,20.5,0.0,15.5
LOS,2023-01-06,34.7,22.4,0.0,15.5
LOS,2023-01-07,34.5,22.4,0.0,14.8
LOS,2023-01-08,34.5,24.3,0.0,15.2
LOS,2023-01-09,35.2,22.7,0.0,14.6
LOS,2023-01-10,35.2,23.3,0.0,14.4
SEZ,2023-01-01,27.2,24.6,5.2,18.4
SEZ,2023-01-02,26.6,25.0,5.5,15.6
SEZ,2023-01-03,27.5,25.2,1.2,11.2
SEZ,2023-01-04,26.7,24.1,4.3,17.9
SEZ,2023-01-05,26.4,24.1,13.8,22.7
SEZ,2023-01-06,25.9,24.1,19.8,14.3
SEZ,2023-01-07,26.0,24.2,25.5,19.9
SEZ,2023-01-08,26.0,24.5,26.5,22.8
SEZ,2023-01-09,27.1,25.1,0.3,14.4
SEZ,2023-01-10,27.6,24.8,6.4,17.1
DAC,2023-01-01,23.9,11.4,0.0,8.4
DAC,2023-01-02,24.6,11.9,0.0,9.4
DAC,2023-01-03,23.7,11.7,0.0,10.7
DAC,2023-01-04,23.5,12.9,0.0,11.4
DAC,2023-01-05,23.0,12.0,0.0,14.0
DAC,2023-01-06,23.0,11.8,0.0,11.3
DAC,2023-01-07,23.2,10.4,0.0,9.4
DAC,2023-01-08,25.0,12.1,0.0,9.7
DAC,2023-01-09,25.4,12.6,0.0,9.8
DAC,2023-01-10,24.9,12.5,0.0,10.6
SKP,2023-01-01,4.5,-0.4,0.0,4.0
SKP,2023-01-02,3.2,-0.9,0.0,4.1
SKP,2023-01-03,5.7,-1.1,0.0,4.7
SKP,2023-01-04,10.5,1.9,0.0,6.7
SKP,2023-01-05,7.2,2.3,0.0,4.9
SKP,2023-01-06,11.8,1.6,0.0,8.4
SKP,2023-01-07,8.1,0.0,0.0,3.1
SKP,2023-01-08,6.4,-1.2,0.0,3.6
SKP,2023-01-09,6.3,-1.0,0.8,12.8
SKP,2023-01-10,10.5,4.6,15.0,16.0
NQZ,2023-01-01,-8.6,-13.6,0.1,20.6
NQZ,2023-01-02,-4.2,-10.2,0.4,21.7
NQZ,2023-01-03,0.3,-4.5,4.4,35.5
NQZ,2023-01-04,-1.5,-7.1,5.0,36.7
NQZ,2023-01-05,0.6,-0.5,4.2,31.6
NQZ,2023-01-06,0.2,-3.8,3.2,18.5
NQZ,2023-01-07,-3.4,-5.7,0.0,29.3
NQZ,2023-01-08,2.2,-20.1,2.8,40.6
NQZ,2023-01-09,-21.2,-26.6,0.0,31.6
NQZ,2023-01-10,-27.2,-32.5,0.0,10.3
BSZ,2023-01-01,1.9,-5.3,0.0,10.0
BSZ,2023-01-02,2.4,-7.8,0.0,9.8
BSZ,2023-01-03,5.7,-6.2,0.0,16.6
BSZ,2023-01-04,1.2,-2.3,13.9,15.2
BSZ,2023-01-05,4.6,-6.9,0.0,15.9
BSZ,2023-01-06,3.9,-6.4,0.2,15.1
BSZ,2023-01-07,5.2,-3.5,0.0,7.9
BSZ,2023-01-08,10.4,-3.8,2.0,24.9
BSZ,2023-01-09,5.8,-1.8,4.2,18.3
BSZ,2023-01-10,-1.3,-8.1,8.0,23.0
RGN,2023-01-01,30.2,20.4,0.0,11.2
RGN,2023-01-02,30.1,19.6,0.0,17.1
RGN,2023-01-03,30.2,18.5,0.0,10.5
RGN,2023-01-04,31.1,20.5,0.0,11.2
RGN,2023-01-05,31.3,20.4,0.0,9.4
RGN,2023-01-06,31.6,20.4,0.0,9.5
RGN,2023-01-07,30.2,21.0,0.0,13.5
RGN,2023-01-08,30.4,19.2,0.0,9.9
RGN,2023-01-09,31.2,19.4,0.0,8.8
RGN,2023-01-10,31.8,19.9,0.0,12.4
CLJ,2023-01-01,10.5,2.9,0.0,7.5
CLJ,2023-01-02,8.5,2.6,0.0,7.3
CLJ,2023-01-03,6.1,2.0,0.0,6.1
CLJ,2023-01-04,9.1,3.8,2.2,11.6
CLJ,2023-01-05,11.8,0.5,1.4,25.1
CLJ,2023-01-06,7.1,0.4,0.1,25.3
CLJ,2023-01-07,5.5,-0.3,0.1,7.3
CLJ,2023-01-08,6.9,1.1,0.0,9.8
CLJ,2023-01-09,7.7,0.7,0.0,14.6
CLJ,2023-01-10,6.7,3.2,3.6,16.1
MFM,2023-01-01,15.7,11.0,1.7,20.2
MFM,2023-01-02,19.0,14.6,1.0,23.2
MFM,2023-01-03,18.0,13.2,0.0,23.1
MFM,2023-01-04,17.8,13.5,0.4,20.8
MFM,2023-01-05,21.1,15.6,0.1,18.7
MFM,2023-01-06,22.5,15.3,0.0,26.4
MFM,2023-01-07,21.0,15.5,0.0,19.5
MFM,2023-01-08,19.9,15.8,0.4,22.7
MFM,2023-01-09,20.7,16.0,1.8,16.7
MFM,2023-01-10,17.4,16.2,12.0,18.9
TGD,2023-01-01,13.9,5.2,0.0,7.0
TGD,2023-01-02,12.7,5.5,0.0,5.1
TGD,2023-01-03,13.7,6.4,0.0,5.5
TGD,2023-01-04,12.1,3.5,0.0,10.1
TGD,2023-01-05,11.6,2.0,0.0,7.6
TGD,2023-01-06,12.6,2.9,0.0,8.8
TGD,2023-01-07,12.2,2.1,0.0,7.6
TGD,2023-01-08,10.8,3.7,0.0,5.2
TGD,2023-01-09,11.5,6.1,52.8,25.0
TGD,2023-01-10,11.7,5.3,17.3,17.3
KHI,2023-01-01,26.5,13.0,0.0,17.1
KHI,2023-01-02,27.1,11.8,0.0,17.6
KHI,2023-01-03,25.1,13.9,0.0,24.4
KHI,2023-01-04,23.7,13.7,0.0,26.4
KHI,2023-01-05,22.4,11.0,0.0,29.3
KHI,2023-01-06,23.9,12.1,0.0,27.3
KHI,2023-01-07,26.0,14.8,0.0,26.5
KHI,2023-01-08,26.2,13.6,0.0,17.1
KHI,2023-01-09,26.3,13.4,0.0,14.3
KHI,2023-01-10,26.2,14.2,0.0,14.1
SHJ,2023-01-01,23.9,15.2,0.0,15.4
SHJ,2023-01-02,25.0,15.1,0.0,18.8
